,artists,track_name,totalstreams,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2928,REDHOTCHILIPEPPERS,BLACKSUMMER,1188186,232412.0,0,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0
2929,REDHOTCHILIPEPPERS,BLACKSUMMER,1188186,232412.0,0,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0
2930,REDHOTCHILIPEPPERS,BLACKSUMMER,1188186,232412.0,0,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0
2931,REDHOTCHILIPEPPERS,BLACKSUMMER,1188186,232412.0,0,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0
2932,REDHOTCHILIPEPPERS,BLACKSUMMER,1188186,232412.0,0,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0
2933,REDHOTCHILIPEPPERS,BLACKSUMMER,1188186,232412.0,0,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0
2934,REDHOTCHILIPEPPERS,BLACKSUMMER,1188186,232412.0,0,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0
2935,REDHOTCHILIPEPPERS,BLACKSUMMER,1188186,232412.0,0,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0
2936,REDHOTCHILIPEPPERS,BLACKSUMMER,1188186,232412.0,0,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0
2937,REDHOTCHILIPEPPERS,BLACKSUMMER,1188186,232412.0,0,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0
2938,REDHOTCHILIPEPPERS,BLACKSUMMER,1188186,232412.0,0,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0
2939,REDHOTCHILIPEPPERS,BLACKSUMMER,1188186,232412.0,0,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0
2940,REDHOTCHILIPEPPERS,BLACKSUMMER,1188186,232412.0,0,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0
2941,REDHOTCHILIPEPPERS,BLACKSUMMER,1188186,232412.0,0,0.417,0.682,1.0,-5.071,1.0,0.0295,0.0267,0.000669,0.109,0.351,105.542,4.0
2942,THE1975,OHCAROLINE,1152177,212568.0,0,0.646,0.85,2.0,-5.466,1.0,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,4.0
2943,THE1975,OHCAROLINE,1152177,212568.0,0,0.646,0.85,2.0,-5.466,1.0,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,4.0
2944,THE1975,OHCAROLINE,1152177,212568.0,0,0.646,0.85,2.0,-5.466,1.0,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,4.0
2945,SOUNDGARDEN,BLACKHOLESUN,1121991,318586.0,0,0.351,0.827,6.0,-5.351,1.0,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4.0
2946,SOUNDGARDEN,BLACKHOLESUN,1121991,318586.0,0,0.351,0.827,6.0,-5.351,1.0,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4.0
2947,SOUNDGARDEN,BLACKHOLESUN,1121991,318586.0,0,0.35,0.828,6.0,-5.373,1.0,0.041,0.000217,0.000161,0.0774,0.147,105.435,4.0
2948,SOUNDGARDEN,BLACKHOLESUN,1121991,318586.0,0,0.351,0.827,6.0,-5.351,1.0,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4.0
2949,SOUNDGARDEN,BLACKHOLESUN,1121991,318586.0,0,0.351,0.827,6.0,-5.351,1.0,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4.0
2950,SOUNDGARDEN,BLACKHOLESUN,1121991,318586.0,0,0.35,0.828,6.0,-5.373,1.0,0.041,0.000217,0.000161,0.0774,0.147,105.435,4.0
2951,SOUNDGARDEN,BLACKHOLESUN,1121991,318586.0,0,0.351,0.827,6.0,-5.351,1.0,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4.0
2952,SOUNDGARDEN,BLACKHOLESUN,1121991,318586.0,0,0.351,0.827,6.0,-5.351,1.0,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4.0
2953,SOUNDGARDEN,BLACKHOLESUN,1121991,318586.0,0,0.35,0.828,6.0,-5.373,1.0,0.041,0.000217,0.000161,0.0774,0.147,105.435,4.0
2954,SOUNDGARDEN,BLACKHOLESUN,1121991,318586.0,0,0.351,0.827,6.0,-5.351,1.0,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4.0
2955,SOUNDGARDEN,BLACKHOLESUN,1121991,318586.0,0,0.351,0.827,6.0,-5.351,1.0,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4.0
2956,SOUNDGARDEN,BLACKHOLESUN,1121991,318586.0,0,0.35,0.828,6.0,-5.373,1.0,0.041,0.000217,0.000161,0.0774,0.147,105.435,4.0
2957,SOUNDGARDEN,BLACKHOLESUN,1121991,318586.0,0,0.351,0.827,6.0,-5.351,1.0,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4.0
2958,SOUNDGARDEN,BLACKHOLESUN,1121991,318586.0,0,0.351,0.827,6.0,-5.351,1.0,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4.0
2959,SOUNDGARDEN,BLACKHOLESUN,1121991,318586.0,0,0.35,0.828,6.0,-5.373,1.0,0.041,0.000217,0.000161,0.0774,0.147,105.435,4.0
2960,THE1975,TOOTIMETOOTIMETOOTIME,1112771,207851.0,0,0.667,0.824,8.0,-5.867,1.0,0.0665,0.177,0.0152,0.0933,0.518,114.998,4.0
2961,VINCEGUARALDITRIO,WHATCHILDISTHIS,1090789,141533.0,0,0.346,0.202,5.0,-19.605,0.0,0.0337,0.968,0.922,0.17,0.508,86.555,4.0
2962,VINCEGUARALDITRIO,WHATCHILDISTHIS,1090789,144933.0,0,0.326,0.3,5.0,-13.766,0.0,0.0295,0.929,0.939,0.127,0.468,85.218,4.0
2963,SIM,THERUMBLING,1089655,220799.0,0,0.459,0.878,5.0,-1.399,0.0,0.0688,5.62e-05,0.000307,0.371,0.494,144.852,4.0
2964,SIM,THERUMBLING,1089655,220799.0,0,0.459,0.878,5.0,-1.399,0.0,0.0688,5.62e-05,0.000307,0.371,0.494,144.852,4.0
2965,SIM,THERUMBLING,1089655,220799.0,0,0.459,0.878,5.0,-1.399,0.0,0.0688,5.62e-05,0.000307,0.371,0.494,144.852,4.0
2966,SIM,THERUMBLING,1089655,220799.0,0,0.459,0.878,5.0,-1.399,0.0,0.0688,5.62e-05,0.000307,0.371,0.494,144.852,4.0
2967,BRETTELDREDGE,WANNABETHATSONG,1086166,236226.0,0,0.518,0.686,9.0,-4.911,1.0,0.0313,0.114,0.0,0.114,0.337,144.064,4.0
2968,BRETTELDREDGE,WANNABETHATSONG,1086166,236226.0,0,0.518,0.686,9.0,-4.911,1.0,0.0313,0.114,0.0,0.114,0.334,144.065,4.0
2969,LILPEEP,16LINES,1084134,244906.0,0,0.607,0.45,0.0,-8.507,1.0,0.0338,0.0663,1.12e-05,0.107,0.121,105.992,4.0
2970,BLACKPINK,YEAHYEAHYEAH,1054526,178923.0,0,0.732,0.555,1.0,-7.902,0.0,0.034,0.00522,4.65e-06,0.0586,0.65,124.011,4.0
2971,BLACKPINK,YEAHYEAHYEAH,1054526,178923.0,0,0.732,0.555,1.0,-7.902,0.0,0.034,0.00522,4.65e-06,0.0586,0.65,124.011,4.0
2972,LINKINPARK,CRAWLING,1027829,208960.0,0,0.58,0.702,4.0,-5.565,1.0,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,4.0
2973,LINKINPARK,CRAWLING,1027829,208960.0,0,0.58,0.702,4.0,-5.565,1.0,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,4.0
2974,LINKINPARK,CRAWLING,1027829,208960.0,0,0.581,0.699,4.0,-5.564,1.0,0.0337,0.0455,3.74e-06,0.536,0.282,105.074,4.0
2975,LINKINPARK,CRAWLING,1027829,208960.0,0,0.58,0.702,4.0,-5.565,1.0,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,4.0
2976,LINKINPARK,CRAWLING,1027829,208960.0,0,0.58,0.702,4.0,-5.565,1.0,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,4.0
2977,LANADELREY,HAPPINESSISABUTTERFLY,1020556,272485.0,0,0.467,0.119,2.0,-10.99,1.0,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,4.0
2978,COLESWINDELL,YOUSHOULDBEHERE,1019367,190173.0,0,0.491,0.641,7.0,-4.456,1.0,0.0282,0.0592,0.0,0.0857,0.299,136.1,4.0
2979,BRUNOMARS,JUSTTHEWAYYOUARE,1016697,220734.0,0,0.635,0.841,5.0,-5.379,1.0,0.0422,0.0134,0.0,0.0622,0.424,109.021,4.0
2980,TAYLORSWIFT,LOVESTORY,1013743,236266.0,0,0.617,0.741,2.0,-3.97,1.0,0.0311,0.131,0.0,0.0772,0.306,118.984,4.0
2981,JAMESONRODGERS,SOMEGIRLS,1006120,184893.0,0,0.429,0.831,8.0,-5.108,1.0,0.0473,0.0781,0.0,0.312,0.348,167.984,4.0
2982,SAMSMITH,THELIGHTHOUSEKEEPER,1004274,247493.0,0,0.394,0.17,0.0,-10.368,1.0,0.0451,0.889,0.0,0.105,0.315,130.721,3.0
2983,SAMSMITH,THELIGHTHOUSEKEEPER,1004274,247493.0,0,0.394,0.17,0.0,-10.368,1.0,0.0451,0.889,0.0,0.105,0.315,130.721,3.0
2984,SAMSMITH,THELIGHTHOUSEKEEPER,1004274,247493.0,0,0.394,0.17,0.0,-10.368,1.0,0.0451,0.889,0.0,0.105,0.315,130.721,3.0
2985,SAMSMITH,THELIGHTHOUSEKEEPER,1004274,247493.0,0,0.394,0.17,0.0,-10.368,1.0,0.0451,0.889,0.0,0.105,0.315,130.721,3.0
2986,BLACKPINK,THEHAPPIESTGIRL,983971,222025.0,0,0.439,0.352,0.0,-9.632,1.0,0.057,0.587,0.0,0.14,0.548,181.517,3.0
2987,BLACKPINK,THEHAPPIESTGIRL,983971,222025.0,0,0.439,0.352,0.0,-9.632,1.0,0.057,0.587,0.0,0.14,0.548,181.517,3.0
2988,ONEDIRECTION,STORYOFMYLIFE,981540,245493.0,0,0.6,0.663,3.0,-5.802,1.0,0.0477,0.225,0.0,0.119,0.286,121.07,4.0
2989,MARSHMELLO,PROUD,975444,191000.0,0,0.521,0.716,0.0,-4.999,1.0,0.0364,0.0372,0.0,0.148,0.12,77.562,4.0
2990,HOZIER,LIKEREALPEOPLEDO,971979,198029.0,0,0.569,0.183,7.0,-14.371,1.0,0.0298,0.914,0.404,0.106,0.13,70.06,3.0
2991,HOZIER,LIKEREALPEOPLEDO,971979,198029.0,0,0.569,0.183,7.0,-14.371,1.0,0.0298,0.914,0.404,0.106,0.13,70.06,3.0
2992,BRETTELDREDGE,CHRISTMASTIMEISHERE,960367,210906.0,0,0.322,0.301,0.0,-11.993,1.0,0.0325,0.921,0.000799,0.168,0.234,74.518,3.0
2993,BRETTELDREDGE,CHRISTMASTIMEISHERE,960367,210906.0,0,0.322,0.301,0.0,-11.993,1.0,0.0325,0.921,0.000799,0.168,0.234,74.518,3.0
2994,BRETTELDREDGE,CHRISTMASTIMEISHERE,960367,210906.0,0,0.322,0.301,0.0,-11.993,1.0,0.0325,0.921,0.000799,0.168,0.234,74.518,3.0
2995,BRETTELDREDGE,CHRISTMASTIMEISHERE,960367,210906.0,0,0.322,0.301,0.0,-11.993,1.0,0.0325,0.921,0.000799,0.168,0.234,74.518,3.0
2996,BRETTELDREDGE,CHRISTMASTIMEISHERE,960367,210906.0,0,0.322,0.301,0.0,-11.993,1.0,0.0325,0.921,0.000799,0.168,0.234,74.518,3.0
2997,BTS,SOWHAT,953890,281520.0,0,0.657,0.883,9.0,-4.294,0.0,0.0733,0.0238,0.0,0.0481,0.461,129.943,4.0
2998,THELUMINEERS,SLEEPONTHEFLOOR,951437,211851.0,0,0.389,0.431,7.0,-8.061,1.0,0.0344,0.249,0.0,0.13,0.275,142.14,4.0
2999,NATKINGCOLE,OLITTLETOWNOFBETHLEHEM,941874,137253.0,0,0.258,0.292,4.0,-10.73,0.0,0.0291,0.868,2.59e-06,0.11,0.145,134.943,3.0
3000,MIIKESNOW,GENGHISKHAN,937288,212146.0,0,0.688,0.847,10.0,-3.238,0.0,0.0508,0.04,2.81e-06,0.598,0.453,93.979,4.0
3001,MIIKESNOW,GENGHISKHAN,937288,212146.0,0,0.688,0.847,10.0,-3.238,0.0,0.0508,0.04,2.81e-06,0.598,0.453,93.979,4.0
3002,LADYGAGA,BADROMANCE,935170,294573.0,0,0.695,0.921,0.0,-3.752,1.0,0.0363,0.00314,5.26e-05,0.0842,0.714,119.007,4.0
3003,LADYGAGA,BADROMANCE,935170,294506.0,0,0.693,0.924,0.0,-3.706,1.0,0.0392,0.0034,4.77e-05,0.0897,0.714,118.984,4.0
3004,LADYGAGA,BADROMANCE,935170,294506.0,0,0.693,0.924,0.0,-3.706,1.0,0.0392,0.0034,4.77e-05,0.0897,0.714,118.984,4.0
3005,LADYGAGA,BADROMANCE,935170,294506.0,0,0.693,0.924,0.0,-3.706,1.0,0.0392,0.0034,4.77e-05,0.0897,0.714,118.984,4.0
3006,LADYGAGA,BADROMANCE,935170,294573.0,0,0.695,0.921,0.0,-3.752,1.0,0.0363,0.00314,5.26e-05,0.0842,0.714,119.007,4.0
3007,ARCTICMONKEYS,THERE’DBETTERBEAMIRRORBALL,934873,265798.0,0,0.513,0.369,3.0,-10.899,1.0,0.0307,0.634,0.0139,0.186,0.311,72.062,4.0
3008,ARCTICMONKEYS,THERE’DBETTERBEAMIRRORBALL,934873,265798.0,0,0.511,0.367,3.0,-10.891,1.0,0.0319,0.642,0.0122,0.186,0.323,143.698,4.0
3009,ARCTICMONKEYS,THERE’DBETTERBEAMIRRORBALL,934873,265798.0,0,0.521,0.365,3.0,-10.914,1.0,0.0317,0.626,0.012,0.185,0.324,143.789,4.0
3010,ARCTICMONKEYS,THERE’DBETTERBEAMIRRORBALL,934873,265798.0,0,0.523,0.367,3.0,-10.896,1.0,0.0309,0.628,0.0118,0.186,0.327,71.998,4.0
3011,ARCTICMONKEYS,THERE’DBETTERBEAMIRRORBALL,934873,265798.0,0,0.513,0.369,3.0,-10.899,1.0,0.0307,0.634,0.0139,0.186,0.311,72.062,4.0
3012,ARCTICMONKEYS,THERE’DBETTERBEAMIRRORBALL,934873,265798.0,0,0.511,0.367,3.0,-10.891,1.0,0.0319,0.642,0.0122,0.186,0.323,143.698,4.0
3013,ARCTICMONKEYS,THERE’DBETTERBEAMIRRORBALL,934873,265798.0,0,0.521,0.365,3.0,-10.914,1.0,0.0317,0.626,0.012,0.185,0.324,143.789,4.0
3014,ARCTICMONKEYS,THERE’DBETTERBEAMIRRORBALL,934873,265798.0,0,0.511,0.367,3.0,-10.891,1.0,0.0319,0.642,0.0122,0.186,0.323,143.698,4.0
3015,ARCTICMONKEYS,THERE’DBETTERBEAMIRRORBALL,934873,265798.0,0,0.521,0.365,3.0,-10.914,1.0,0.0317,0.626,0.012,0.185,0.324,143.789,4.0
3016,FIONAAPPLE,IWANTYOUTOLOVEME,933944,237713.0,0,0.528,0.504,9.0,-8.821,0.0,0.09,0.559,0.0414,0.0936,0.712,141.369,3.0
3017,BLACKPINK,TALLY,926116,184248.0,0,0.693,0.606,7.0,-5.997,1.0,0.0308,0.00817,0.0,0.0942,0.447,129.942,4.0
3018,BTS,DIMPLE,920484,196776.0,0,0.612,0.844,5.0,-4.694,0.0,0.0757,0.14,0.0,0.289,0.652,134.872,4.0
3019,BTS,DIMPLE,920484,196776.0,0,0.612,0.844,5.0,-4.694,0.0,0.0757,0.14,0.0,0.289,0.652,134.872,4.0
3020,BILLWITHERS,AIN'TNOSUNSHINE,910716,125093.0,0,0.527,0.415,4.0,-11.451,0.0,0.122,0.457,1.72e-05,0.117,0.515,78.169,4.0
3021,BILLWITHERS,AIN'TNOSUNSHINE,910716,125093.0,0,0.527,0.415,4.0,-11.451,0.0,0.122,0.457,1.72e-05,0.117,0.515,78.169,4.0
3022,MOTHERMOTHER,HAYLOFTII,909222,215040.0,0,0.326,0.866,9.0,-4.541,0.0,0.101,0.0044,7.37e-06,0.0912,0.172,178.181,4.0
3023,EDWARDSHARPE&THEMAGNETICZEROS,HOME,898347,306320.0,0,0.541,0.591,2.0,-6.688,1.0,0.0336,0.289,0.000431,0.124,0.116,111.676,4.0
3024,BTS,INTRO:SERENDIPITY,892805,139971.0,0,0.477,0.581,8.0,-8.795,1.0,0.119,0.523,0.0,0.201,0.282,129.571,4.0
3025,MGMT,LITTLEDARKAGE,891987,299960.0,0,0.705,0.712,6.0,-6.156,1.0,0.0385,0.0102,0.000855,0.1,0.62,97.512,4.0
3026,MGMT,LITTLEDARKAGE,891987,299960.0,0,0.705,0.712,6.0,-6.156,1.0,0.0385,0.0102,0.000855,0.1,0.62,97.512,4.0
3027,MGMT,LITTLEDARKAGE,891987,299960.0,0,0.705,0.712,6.0,-6.156,1.0,0.0385,0.0102,0.000855,0.1,0.62,97.512,4.0
3028,MGMT,LITTLEDARKAGE,891987,299960.0,0,0.705,0.712,6.0,-6.156,1.0,0.0385,0.0102,0.000855,0.1,0.62,97.512,4.0
3029,ARCTICMONKEYS,FOUROUTOFFIVE,882432,312346.0,0,0.601,0.863,0.0,-4.31,1.0,0.0685,0.0626,0.0,0.0717,0.676,130.189,4.0
3030,BTS,PIEDPIPER,876050,245620.0,0,0.583,0.712,2.0,-4.942,0.0,0.0326,0.2,0.0,0.268,0.778,94.051,4.0
