,artists,track_name,totalstreams,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
966,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
967,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
968,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
969,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
970,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
971,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
972,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
973,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
974,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
975,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
976,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
977,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
978,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
979,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
980,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
981,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
982,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
983,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
984,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
985,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
986,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
987,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
988,THEJACKSON5,SANTACLAUSISCOMINGTOTOWN,62212319,144080.0,0,0.691,0.776,0.0,-4.177,1.0,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4.0
989,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
990,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
991,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
992,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
993,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
994,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
995,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
996,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
997,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
998,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
999,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
1000,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
1001,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
1002,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
1003,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
1004,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
1005,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
1006,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
1007,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
1008,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
1009,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
1010,DEANMARTIN,"BABY,IT'SCOLDOUTSIDE",62187665,143733.0,0,0.439,0.196,0.0,-16.093,1.0,0.0601,0.88,0.0,0.0513,0.525,129.581,4.0
1011,BADBUNNY,VETE,62061796,192024.0,0,0.886,0.672,1.0,-4.394,1.0,0.188,0.0363,8.78e-06,0.101,0.526,91.976,4.0
1012,BADBUNNY,VETE,62061796,192024.0,0,0.886,0.672,1.0,-4.394,1.0,0.188,0.0363,8.78e-06,0.101,0.526,91.976,4.0
1013,THOMASRHETT,MARRYME,61358111,205453.0,0,0.333,0.412,3.0,-8.633,1.0,0.029,0.0977,0.0,0.113,0.474,85.028,4.0
1014,BADBUNNY,UNRATITO,60425066,176936.0,0,0.787,0.546,0.0,-7.094,0.0,0.0532,0.305,4.55e-05,0.122,0.222,93.05,4.0
1015,BADBUNNY,UNRATITO,60425066,176936.0,0,0.787,0.546,0.0,-7.094,0.0,0.0532,0.305,4.55e-05,0.122,0.222,93.05,4.0
1016,BADBUNNY,UNRATITO,60425066,176936.0,0,0.787,0.546,0.0,-7.094,0.0,0.0532,0.305,4.55e-05,0.122,0.222,93.05,4.0
1017,SELENAGOMEZ,BADLIAR,60028652,214647.0,0,0.965,0.414,1.0,-6.408,1.0,0.0712,0.189,0.0,0.0767,0.729,121.032,4.0
1018,BRUNOMARS,TALKINGTOTHEMOON,59926571,217866.0,0,0.498,0.59,1.0,-4.721,0.0,0.032,0.511,0.0,0.107,0.0784,145.867,4.0
1019,BRUNOMARS,TALKINGTOTHEMOON,59926571,217866.0,0,0.498,0.59,1.0,-4.721,0.0,0.032,0.511,0.0,0.107,0.0784,145.867,4.0
1020,ELLEYDUHÉ,MIDDLEOFTHENIGHT,59878312,184447.0,0,0.41,0.611,4.0,-8.271,0.0,0.0467,0.0228,0.0,0.116,0.0899,185.727,3.0
1021,JOELADAMS,PLEASEDON'TGO,59849309,210580.0,0,0.513,0.768,4.0,-4.868,0.0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,4.0
1022,CHARLIEPUTH,LIGHTSWITCH,59716970,187703.0,0,0.69,0.626,6.0,-5.693,1.0,0.306,0.105,0.000335,0.0881,0.912,184.009,4.0
1023,CHARLIEPUTH,LIGHTSWITCH,59716970,185680.0,0,0.69,0.626,6.0,-5.693,1.0,0.306,0.105,0.000335,0.0881,0.912,184.009,4.0
1024,CHARLIEPUTH,LIGHTSWITCH,59716970,185680.0,0,0.69,0.626,6.0,-5.693,1.0,0.306,0.105,0.000335,0.0881,0.912,184.009,4.0
1025,CHARLIEPUTH,LIGHTSWITCH,59716970,185680.0,0,0.69,0.626,6.0,-5.693,1.0,0.306,0.105,0.000335,0.0881,0.912,184.009,4.0
1026,CHARLIEPUTH,LIGHTSWITCH,59716970,185680.0,0,0.69,0.626,6.0,-5.693,1.0,0.306,0.105,0.000335,0.0881,0.912,184.009,4.0
1027,CHARLIEPUTH,LIGHTSWITCH,59716970,185680.0,0,0.69,0.626,6.0,-5.693,1.0,0.306,0.105,0.000335,0.0881,0.912,184.009,4.0
1028,CHARLIEPUTH,LIGHTSWITCH,59716970,185680.0,0,0.69,0.626,6.0,-5.693,1.0,0.306,0.105,0.000335,0.0881,0.912,184.009,4.0
1029,CHARLIEPUTH,LIGHTSWITCH,59716970,185680.0,0,0.69,0.626,6.0,-5.693,1.0,0.306,0.105,0.000335,0.0881,0.912,184.009,4.0
1030,CHARLIEPUTH,LIGHTSWITCH,59716970,187703.0,0,0.689,0.627,6.0,-5.692,1.0,0.308,0.105,0.000321,0.0905,0.905,184.008,4.0
1031,CHARLIEPUTH,LIGHTSWITCH,59716970,187703.0,0,0.689,0.627,6.0,-5.692,1.0,0.308,0.105,0.000321,0.0905,0.905,184.008,4.0
1032,FIFTHHARMONY,WORTHIT,59256843,185256.0,0,0.858,0.78,8.0,-3.739,1.0,0.0738,0.0478,5.72e-05,0.133,0.602,99.984,4.0
1033,ALECBENJAMIN,LETMEDOWNSLOWLY,57970760,169353.0,0,0.652,0.557,1.0,-5.714,0.0,0.0318,0.74,0.0,0.124,0.483,150.073,4.0
1034,ALECBENJAMIN,LETMEDOWNSLOWLY,57970760,169353.0,0,0.652,0.557,1.0,-5.714,0.0,0.0318,0.74,0.0,0.124,0.483,150.073,4.0
1035,SHAWNMENDES,INMYBLOOD,57174877,211360.0,0,0.622,0.711,5.0,-7.321,1.0,0.0665,0.0573,0.0,0.13,0.487,140.016,4.0
1036,THEWEEKND,AFTERHOURS,57062099,361946.0,0,0.651,0.567,5.0,-5.941,0.0,0.0317,0.0934,0.00991,0.124,0.138,108.953,4.0
1037,SAMSMITH,I'MNOTTHEONLYONE,56402815,239426.0,0,0.684,0.487,5.0,-5.887,1.0,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,4.0
1038,SAMSMITH,I'MNOTTHEONLYONE,56402815,239426.0,0,0.684,0.487,5.0,-5.887,1.0,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,4.0
1039,SAMSMITH,I'MNOTTHEONLYONE,56402815,239426.0,0,0.684,0.487,5.0,-5.887,1.0,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,4.0
1040,SAMSMITH,I'MNOTTHEONLYONE,56402815,239316.0,0,0.677,0.485,5.0,-5.795,1.0,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,4.0
1041,SAMSMITH,I'MNOTTHEONLYONE,56402815,239316.0,0,0.677,0.485,5.0,-5.795,1.0,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,4.0
1042,SAMSMITH,I'MNOTTHEONLYONE,56402815,239426.0,0,0.684,0.487,5.0,-5.887,1.0,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,4.0
1043,SAMSMITH,I'MNOTTHEONLYONE,56402815,239426.0,0,0.684,0.487,5.0,-5.887,1.0,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,4.0
1044,SAMSMITH,I'MNOTTHEONLYONE,56402815,239426.0,0,0.684,0.487,5.0,-5.887,1.0,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,4.0
1045,SAMSMITH,I'MNOTTHEONLYONE,28188250,239426.0,0,0.684,0.487,5.0,-5.887,1.0,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,4.0
1046,SAMSMITH,I'MNOTTHEONLYONE,28188250,239426.0,0,0.684,0.487,5.0,-5.887,1.0,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,4.0
1047,SAMSMITH,I'MNOTTHEONLYONE,28188250,239426.0,0,0.684,0.487,5.0,-5.887,1.0,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,4.0
1048,SAMSMITH,I'MNOTTHEONLYONE,28188250,239316.0,0,0.677,0.485,5.0,-5.795,1.0,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,4.0
1049,SAMSMITH,I'MNOTTHEONLYONE,28188250,239316.0,0,0.677,0.485,5.0,-5.795,1.0,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,4.0
1050,SAMSMITH,I'MNOTTHEONLYONE,28188250,239426.0,0,0.684,0.487,5.0,-5.887,1.0,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,4.0
1051,SAMSMITH,I'MNOTTHEONLYONE,28188250,239426.0,0,0.684,0.487,5.0,-5.887,1.0,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,4.0
1052,SAMSMITH,I'MNOTTHEONLYONE,28188250,239426.0,0,0.684,0.487,5.0,-5.887,1.0,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,4.0
1053,CHARLIEPUTH,HOWLONG,55860013,200853.0,0,0.845,0.561,1.0,-5.253,0.0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,4.0
1054,CHARLIEPUTH,HOWLONG,801879,200853.0,0,0.845,0.561,1.0,-5.253,0.0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,4.0
1055,JOHNLEGEND,ALLOFME,55369178,269560.0,0,0.422,0.264,8.0,-7.064,1.0,0.0322,0.922,0.0,0.132,0.331,119.93,4.0
1056,CIGARETTESAFTERSEX,APOCALYPSE,55292647,290616.0,0,0.37,0.467,5.0,-9.013,1.0,0.0273,0.0205,0.572,0.109,0.182,94.485,4.0
1057,CIGARETTESAFTERSEX,APOCALYPSE,55292647,290146.0,0,0.369,0.46,5.0,-9.04,1.0,0.0274,0.0205,0.473,0.109,0.173,94.523,4.0
1058,CIGARETTESAFTERSEX,APOCALYPSE,55292647,290616.0,0,0.37,0.467,5.0,-9.013,1.0,0.0273,0.0205,0.572,0.109,0.182,94.485,4.0
1059,CIGARETTESAFTERSEX,APOCALYPSE,55292647,290616.0,0,0.37,0.467,5.0,-9.013,1.0,0.0273,0.0205,0.572,0.109,0.182,94.485,4.0
1060,CIGARETTESAFTERSEX,APOCALYPSE,55292647,290616.0,0,0.37,0.467,5.0,-9.013,1.0,0.0273,0.0205,0.572,0.109,0.182,94.485,4.0
1061,TOVELO,TALKINGBODY,54890193,238426.0,0,0.736,0.761,4.0,-5.449,0.0,0.0338,0.0966,0.0,0.0823,0.114,119.999,4.0
1062,TOVELO,TALKINGBODY,54890193,238426.0,0,0.736,0.761,4.0,-5.449,0.0,0.0338,0.0966,0.0,0.0823,0.114,119.999,4.0
1063,TOVELO,TALKINGBODY,54890193,238426.0,0,0.736,0.761,4.0,-5.449,0.0,0.0338,0.0966,0.0,0.0823,0.114,119.999,4.0
1064,TAYLORSWIFT,AUGUST,54625767,261922.0,0,0.532,0.623,5.0,-9.208,1.0,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,4.0
1065,ALANWALKER,FADED,54100218,212106.0,0,0.468,0.627,6.0,-5.085,1.0,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,4.0
1066,ALANWALKER,FADED,54100218,212626.0,0,0.589,0.651,6.0,-5.097,1.0,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,4.0
1067,ALANWALKER,FADED,54100218,212106.0,0,0.468,0.627,6.0,-5.085,1.0,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,4.0
1068,ALANWALKER,FADED,54100218,212626.0,0,0.589,0.651,6.0,-5.097,1.0,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,4.0
1069,VUNDABAR,ALIENBLUES,54041374,155933.0,0,0.467,0.757,3.0,-5.093,1.0,0.033,0.0807,0.908,0.0876,0.433,82.282,4.0
1070,VUNDABAR,ALIENBLUES,54041374,155933.0,0,0.467,0.757,3.0,-5.093,1.0,0.033,0.0807,0.908,0.0876,0.433,82.282,4.0
1071,VUNDABAR,ALIENBLUES,54041374,155933.0,0,0.467,0.757,3.0,-5.093,1.0,0.033,0.0807,0.908,0.0876,0.433,82.282,4.0
1072,BILLIEEILISH,ALLTHEGOODGIRLSGOTOHELL,53993006,168839.0,0,0.854,0.446,1.0,-8.957,0.0,0.198,0.313,0.215,0.156,0.57,92.545,4.0
1073,BILLIEEILISH,ALLTHEGOODGIRLSGOTOHELL,53993006,168839.0,0,0.854,0.446,1.0,-8.957,0.0,0.198,0.313,0.215,0.156,0.57,92.545,4.0
1074,BILLIEEILISH,ALLTHEGOODGIRLSGOTOHELL,53993006,168839.0,0,0.854,0.446,1.0,-8.957,0.0,0.198,0.313,0.215,0.156,0.57,92.545,4.0
1075,BILLIEEILISH,ALLTHEGOODGIRLSGOTOHELL,53993006,168839.0,0,0.854,0.446,1.0,-8.957,0.0,0.198,0.313,0.215,0.156,0.57,92.545,4.0
1076,BILLIEEILISH,ALLTHEGOODGIRLSGOTOHELL,53993006,168839.0,0,0.726,0.444,8.0,-8.922,0.0,0.372,0.283,0.143,0.177,0.569,185.044,4.0
1077,BILLIEEILISH,ALLTHEGOODGIRLSGOTOHELL,53993006,168839.0,0,0.854,0.446,1.0,-8.957,0.0,0.198,0.313,0.215,0.156,0.57,92.545,4.0
1078,BILLIEEILISH,ALLTHEGOODGIRLSGOTOHELL,53993006,168839.0,0,0.854,0.446,1.0,-8.957,0.0,0.198,0.313,0.215,0.156,0.57,92.545,4.0
1079,BILLIEEILISH,ALLTHEGOODGIRLSGOTOHELL,53993006,168839.0,0,0.854,0.446,1.0,-8.957,0.0,0.198,0.313,0.215,0.156,0.57,92.545,4.0
1080,BILLIEEILISH,ALLTHEGOODGIRLSGOTOHELL,53993006,168839.0,0,0.854,0.446,1.0,-8.957,0.0,0.198,0.313,0.215,0.156,0.57,92.545,4.0
1081,6IX9INE,GOOBA,53917148,132303.0,0,0.611,0.688,1.0,-5.688,1.0,0.341,0.0264,0.0,0.251,0.393,178.462,4.0
1082,BEBEREXHA,I'MAMESS,53309228,195519.0,0,0.63,0.694,11.0,-6.257,0.0,0.0253,0.00281,0.0,0.0719,0.216,97.005,4.0
1083,MARENMORRIS,THEBONES,53108609,197293.0,0,0.612,0.57,11.0,-6.642,0.0,0.0347,0.278,0.0,0.0963,0.334,77.004,4.0
1084,JACKHARLOW,NAILTECH,52488297,206385.0,0,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,4.0
1085,JACKHARLOW,NAILTECH,52488297,206385.0,0,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,4.0
1086,JACKHARLOW,NAILTECH,52488297,206385.0,0,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,4.0
1087,JACKHARLOW,NAILTECH,52488297,206385.0,0,0.647,0.581,4.0,-7.678,0.0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,4.0
1088,JACKHARLOW,NAILTECH,52488297,206385.0,0,0.677,0.557,1.0,-8.409,1.0,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127,4.0
1089,6IX9INE,GUMMO,52433571,157643.0,0,0.66,0.775,2.0,-4.926,1.0,0.172,0.0553,0.0,0.129,0.635,157.036,4.0
1090,ICECUBE,ITWASAGOODDAY,51427753,260000.0,0,0.798,0.744,7.0,-5.328,0.0,0.136,0.33,0.000106,0.292,0.794,82.356,4.0
1091,XAMBASSADORS,RENEGADES,51224217,195200.0,0,0.526,0.862,2.0,-6.003,1.0,0.0905,0.0144,0.0597,0.229,0.528,90.052,4.0
1092,XAMBASSADORS,RENEGADES,51224217,195200.0,0,0.526,0.862,2.0,-6.003,1.0,0.0905,0.0144,0.0597,0.229,0.528,90.052,4.0
1093,XAMBASSADORS,RENEGADES,51224217,195200.0,0,0.526,0.862,2.0,-6.003,1.0,0.0905,0.0144,0.0597,0.229,0.528,90.052,4.0
1094,BADBUNNY,YOPERREOSOLA,51051248,172127.0,0,0.86,0.758,11.0,-5.16,1.0,0.0695,0.021,6.54e-05,0.344,0.453,97.014,4.0
1095,BADBUNNY,YOPERREOSOLA,51051248,172127.0,0,0.86,0.758,11.0,-5.16,1.0,0.0695,0.021,6.54e-05,0.344,0.453,97.014,4.0
1096,EMBEIHOLD,NUMBLITTLEBUG,50555344,169237.0,0,0.742,0.527,8.0,-6.892,0.0,0.0769,0.327,0.0,0.25,0.638,84.974,4.0
1097,EMBEIHOLD,NUMBLITTLEBUG,50555344,169237.0,0,0.742,0.527,8.0,-6.892,0.0,0.0769,0.327,0.0,0.25,0.638,84.974,4.0
1098,EMBEIHOLD,NUMBLITTLEBUG,50555344,169237.0,0,0.742,0.527,8.0,-6.892,0.0,0.0769,0.327,0.0,0.25,0.638,84.974,4.0
1099,EMBEIHOLD,NUMBLITTLEBUG,50555344,169237.0,0,0.742,0.527,8.0,-6.892,0.0,0.0769,0.327,0.0,0.25,0.638,84.974,4.0
1100,EMBEIHOLD,NUMBLITTLEBUG,50555344,169237.0,0,0.742,0.527,8.0,-6.892,0.0,0.0769,0.327,0.0,0.25,0.638,84.974,4.0
1101,EMBEIHOLD,NUMBLITTLEBUG,50555344,169237.0,0,0.742,0.527,8.0,-6.892,0.0,0.0769,0.327,0.0,0.25,0.638,84.974,4.0
1102,EMBEIHOLD,NUMBLITTLEBUG,50555344,169237.0,0,0.742,0.527,8.0,-6.892,0.0,0.0769,0.327,0.0,0.25,0.638,84.974,4.0
1103,EMBEIHOLD,NUMBLITTLEBUG,50555344,169237.0,0,0.742,0.527,8.0,-6.892,0.0,0.0769,0.327,0.0,0.25,0.638,84.974,4.0
1104,LAURENSPENCERSMITH,FINGERSCROSSED,50353213,175344.0,0,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,4.0
1105,LAURENSPENCERSMITH,FINGERSCROSSED,50353213,175344.0,0,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,4.0
1106,LAURENSPENCERSMITH,FINGERSCROSSED,50353213,175344.0,0,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,4.0
1107,LAURENSPENCERSMITH,FINGERSCROSSED,50353213,175344.0,0,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,4.0
1108,LAURENSPENCERSMITH,FINGERSCROSSED,50353213,175344.0,0,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,4.0
1109,LAURENSPENCERSMITH,FINGERSCROSSED,50353213,175344.0,0,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,4.0
1110,LAURENSPENCERSMITH,FINGERSCROSSED,50353213,175344.0,0,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,4.0
1111,LAURENSPENCERSMITH,FINGERSCROSSED,50353213,175344.0,0,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,4.0
1112,LAURENSPENCERSMITH,FINGERSCROSSED,50353213,175344.0,0,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,4.0
1113,LAURENSPENCERSMITH,FINGERSCROSSED,50353213,175344.0,0,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,4.0
1114,LAURENSPENCERSMITH,FINGERSCROSSED,50353213,175344.0,0,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,4.0
1115,LAURENSPENCERSMITH,FINGERSCROSSED,50353213,175344.0,0,0.56,0.473,5.0,-7.23,1.0,0.0533,0.618,0.0,0.31,0.441,109.414,4.0
1116,GALANTIS,NOMONEY,50044898,191293.0,0,0.674,0.915,6.0,-3.999,0.0,0.0411,0.0282,0.00337,0.273,0.78,126.038,4.0
1117,GALANTIS,NOMONEY,50044898,191293.0,0,0.674,0.915,6.0,-3.999,0.0,0.0411,0.0282,0.00337,0.273,0.78,126.038,4.0
1118,EMINEM,THEREALSLIMSHADY,50034425,284200.0,0,0.949,0.661,5.0,-4.244,0.0,0.0572,0.0302,0.0,0.0454,0.76,104.504,4.0
1119,MILKYCHANCE,STOLENDANCE,49660656,313684.0,0,0.884,0.581,11.0,-8.813,1.0,0.0378,0.427,0.000206,0.0759,0.728,114.016,4.0
1120,ECHOSMITH,COOLKIDS,49643988,237626.0,0,0.719,0.671,8.0,-6.279,1.0,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,4.0
1121,ECHOSMITH,COOLKIDS,49643988,237626.0,0,0.719,0.67,8.0,-6.279,1.0,0.0337,0.0372,8.41e-06,0.12,0.785,130.026,4.0
